LivingArea,LotArea,GarageArea,UnfinBsmtSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,TotalRooms,OverallQual,OverallCond,BsmtQual,YearBuilt,YearRemod,Neighborhood,SalePrice
1180,11600,252,700,700,1180,0,5,4,5,Fa,1922,1950,Crawfor,137500
1476,8633,540,545,738,738,738,7,6,5,Gd,2005,2005,CollgCr,173500
1369,6629,300,121,672,697,672,6,6,6,TA,1925,1950,Edwards,103600
1208,11250,546,441,1208,1208,0,6,6,6,Gd,1977,1977,Veenker,165000
1839,14442,416,291,1477,1839,0,7,6,7,TA,1957,2004,Crawfor,257500
1136,9200,384,244,1136,1136,0,5,6,6,TA,1965,1965,NAmes,140000
1441,2289,440,544,855,855,586,7,6,6,TA,1978,1978,NPkVill,148500
1774,9600,779,1095,1095,1095,679,8,4,2,TA,1900,1950,OldTown,87000
792,9022,240,768,768,792,0,5,5,8,TA,1924,2006,OldTown,109500
2046,11844,834,2046,2046,2046,0,7,8,5,Ex,2008,2008,StoneBr,372500
988,9945,572,161,988,988,0,5,5,5,TA,1961,1961,Sawyer,128500
923,8012,264,261,923,923,0,5,6,5,Gd,1980,1980,SawyerW,143000
1520,4500,281,611,793,848,672,6,5,5,TA,1932,2000,SWISU,159434
1291,2887,431,288,1291,1291,0,6,6,5,Gd,1996,1997,ClearCr,173000
1668,11248,702,567,1626,1668,0,7,9,5,Gd,2002,2002,CollgCr,285000
1839,16770,486,1195,1195,1195,644,7,7,5,Gd,1998,1998,NoRidge,221000
2090,5062,577,180,1190,1190,900,6,7,5,Gd,1984,1984,StoneBr,207500
1761,10207,578,874,874,874,887,7,7,6,Gd,2007,2007,Somerst,227875
1102,5105,480,312,551,551,551,4,7,5,Gd,2004,2004,Somerst,148800
1419,8089,567,474,1419,1419,0,7,8,6,Gd,2007,2007,StoneBr,392000
1362,7577,460,1342,1362,1362,0,6,6,5,Gd,2005,2006,NridgHt,194700
848,4426,420,151,848,848,0,3,6,5,Gd,2004,2004,CollgCr,141000
4316,21535,832,989,2444,2444,1872,10,10,6,Ex,1994,1995,NoRidge,755000
2519,26178,628,245,1210,1238,1281,9,7,5,Gd,1989,1990,Timber,335000
1073,5400,326,1073,1073,1073,0,4,5,6,TA,1921,1968,OldTown,108480
1539,6120,576,927,927,1067,472,5,5,6,TA,1936,1950,BrkSide,141500
1137,13811,551,92,1112,1137,0,5,6,6,Gd,1987,1987,Timber,176000
616,6000,205,0,616,616,0,4,5,7,TA,1921,1950,BrkSide,89000
1148,6420,308,219,980,1148,0,6,5,7,Ex,1952,1952,Edwards,123500
894,8450,336,224,894,894,0,5,5,8,TA,1965,2009,Sawyer,138500
1391,4282,530,1375,1391,1391,0,5,7,5,Gd,2004,2004,Somerst,196000
1800,14331,765,526,1800,1800,0,7,8,5,Ex,2002,2002,Timber,312500
1164,9600,528,1164,1164,1164,0,6,7,5,TA,1969,1969,NWAmes,140000
2576,12438,666,1234,1234,1264,1312,10,8,5,Ex,2006,2006,StoneBr,361919
1812,7630,672,360,360,1032,780,8,5,9,Gd,1900,1996,OldTown,140000
1484,8400,606,761,1473,1484,0,7,7,5,Gd,2004,2005,CollgCr,213000
1092,5600,0,0,0,372,720,7,4,5,,1930,1950,IDOTRR,55000
1824,115149,739,424,1643,1824,0,5,7,5,Gd,1971,2002,ClearCr,302000
1324,6240,550,461,1324,1324,0,6,8,5,Gd,2006,2006,NridgHt,254000
1456,9018,400,728,728,728,728,8,7,5,Gd,2007,2007,Gilbert,179540
904,7162,408,876,876,904,0,6,5,7,TA,1966,1966,Sawyer,109900
729,4130,0,270,270,729,0,5,3,6,TA,1935,2003,BrkSide,52000
1178,8712,384,859,859,859,319,7,4,7,TA,1900,1950,IDOTRR,102776
1228,4671,472,461,1228,1228,0,5,8,5,Gd,1988,1989,StoneBr,189000
960,9873,576,171,960,960,0,6,4,5,TA,1970,1970,BrkSide,129000
1479,13517,475,192,725,725,754,6,6,8,TA,1976,2005,Sawyer,130500
1350,10140,478,1064,1064,1350,0,7,6,5,Gd,1974,1974,NWAmes,165000
2554,10800,704,718,718,1576,978,8,7,8,TA,1890,1998,OldTown,159500
1178,10000,439,92,1176,1178,0,5,5,6,Gd,1973,2000,NWAmes,157000
2418,10542,983,138,1311,1325,1093,9,7,5,Gd,1993,1994,NoRidge,341000
971,9920,300,448,971,971,0,5,5,6,Gd,1969,1969,CollgCr,128500
1742,6563,564,594,1742,1742,0,5,8,5,Gd,1985,1985,StoneBr,275000
848,4426,420,186,848,848,0,3,6,5,Gd,2004,2004,CollgCr,143000
864,8120,463,673,864,864,0,5,4,7,TA,1970,1970,NAmes,124500
1470,8172,548,941,941,997,473,7,4,6,TA,1954,1972,Edwards,135000
1698,13286,768,464,1698,1698,0,8,9,5,Ex,2007,2008,Edwards,320000
864,6960,660,250,864,864,0,5,4,6,TA,1970,1970,NAmes,120500
1680,21695,540,72,880,1680,0,5,6,9,Gd,1988,2007,Crawfor,222000
1232,7314,632,508,1232,1232,0,6,7,5,Gd,2007,2007,CollgCr,194500
1776,11475,888,1584,1584,1776,0,9,5,5,TA,1958,1958,NAmes,110000
1208,6240,539,628,780,848,0,5,4,5,TA,1925,1950,IDOTRR,103000
1616,5389,608,415,1595,1616,0,5,8,5,Gd,1995,1996,StoneBr,236500
1146,9590,438,82,868,1146,0,6,7,5,Ex,2003,2003,Timber,187500
2031,11404,541,901,1153,1153,878,8,7,5,Gd,1998,1999,CollgCr,222500
1144,10000,264,270,864,1144,0,6,5,6,TA,1961,1983,Sawyer,131400
948,8978,300,948,948,948,0,6,5,5,TA,1968,1968,Sawyer,108000
1768,10800,320,490,880,880,888,6,7,7,Gd,1914,1970,OldTown,163000
1040,8544,400,0,0,1040,0,6,3,4,,1950,1950,NAmes,93500
1801,10463,800,893,893,901,900,8,8,5,Gd,2005,2005,Gilbert,239900
1200,10800,0,0,1200,1200,0,5,5,5,Gd,1987,1988,Edwards,179000
1728,9313,572,864,864,864,864,7,7,5,Gd,2004,2004,CollgCr,190000
1432,9600,360,264,264,768,664,7,5,7,Fa,1910,2002,OldTown,132000
912,6768,288,80,912,912,0,5,6,8,TA,1961,1996,Sawyer,142000
1349,8450,539,1349,1349,1349,0,6,7,5,Gd,2000,2001,SawyerW,179000
1464,12886,480,76,520,1464,0,6,5,6,Gd,1963,1999,Sawyer,175000
1337,5395,462,604,1337,1337,0,5,8,5,Gd,1993,1993,StoneBr,180000
2715,8963,831,487,1142,1175,1540,11,8,9,TA,1976,1996,NWAmes,299800
2256,8795,554,652,952,980,1276,8,7,5,Gd,2000,2000,Gilbert,236000
2640,11700,864,1240,1240,1320,1320,8,7,7,TA,1880,2003,OldTown,265979
1720,10593,527,801,1720,1720,0,7,7,5,Gd,1996,1996,NoRidge,260400
1529,8405,240,0,0,1088,441,9,4,3,,1945,1950,Edwards,98000
1140,8800,0,576,576,792,348,7,4,7,TA,1910,2004,OldTown,96500
1320,7750,400,660,660,660,660,6,7,5,Gd,2003,2003,Gilbert,162000
1494,9236,576,279,1479,1494,0,6,6,5,Gd,1997,1997,CollgCr,217000
2098,10240,878,1030,1030,1038,1060,8,8,5,Gd,2005,2005,NridgHt,275500
1026,7930,440,115,1026,1026,0,5,6,8,TA,1969,2005,NAmes,156000
1471,3230,440,348,729,742,729,6,6,5,Gd,1999,1999,Somerst,172500
1768,10769,578,846,866,866,902,7,8,5,Gd,2007,2007,CollgCr,212000
1386,11616,440,234,672,672,714,6,6,5,TA,1978,1978,Sawyer,158900
1501,2280,440,195,744,757,744,6,7,5,Gd,1999,1999,Somerst,179400
2531,12257,752,1198,1318,1328,1203,9,8,5,Gd,1995,1995,NoRidge,290000
864,9100,300,252,864,864,0,5,6,6,TA,1959,1959,NAmes,127500
1301,6911,440,740,1145,1301,0,5,5,5,TA,1924,1950,BrkSide,100000
1547,8640,614,732,756,764,783,7,7,5,Gd,2009,2009,Somerst,215200
2365,9430,856,89,1252,1268,1097,8,8,5,Gd,1999,1999,NoRidge,337000
1494,9549,481,0,1494,1494,0,6,8,5,Gd,1995,1996,Veenker,270000
1506,14587,592,1498,1498,1506,0,6,9,5,Gd,2008,2008,Somerst,264132
1714,10421,496,586,980,980,734,7,7,5,Gd,1988,1988,NWAmes,196500
1750,12508,423,323,983,983,767,7,6,7,Gd,1940,1985,Mitchel,160000
1836,9100,484,1836,1860,1836,0,8,7,5,Gd,2004,2005,CollgCr,216837
3279,53504,841,234,1650,1690,1589,12,8,5,Gd,2003,2003,StoneBr,538000
858,7252,576,173,858,858,0,5,5,5,Gd,1982,1982,Sawyer,134900
1220,8877,396,0,836,1220,0,6,4,5,Fa,1951,1951,Edwards,102000
1117,7819,672,480,1029,1117,0,6,6,5,TA,1976,1976,Edwards,107000
912,10150,275,456,912,912,0,5,5,5,TA,1958,1958,NAmes,114500
1973,14226,895,1935,1935,1973,0,9,8,5,Gd,2006,2006,NridgHt,395000
1204,4500,412,338,1204,1204,0,5,6,5,Ex,1998,1998,Mitchel,162000
1614,11210,865,1594,1614,1614,0,7,7,5,Gd,2005,2006,CollgCr,221500
894,13350,440,102,864,894,0,5,5,5,TA,1974,1974,Sawyer,142500
2020,8400,630,0,0,2020,0,10,5,5,,1977,1977,SawyerW,144000
1004,10530,504,0,975,1004,0,4,6,5,Gd,1977,1977,Mitchel,135000
1253,7875,402,1237,1237,1253,0,6,7,5,Gd,1995,1996,Gilbert,176000
1603,7153,484,374,761,810,793,7,6,5,Gd,1992,1992,SawyerW,175900
1430,16285,605,1413,1413,1430,0,6,7,5,Gd,2001,2002,CollgCr,187100
1110,9101,602,0,1097,1110,0,4,5,6,Gd,1978,1978,Mitchel,165500
1484,6300,0,742,742,742,742,9,6,6,TA,1914,2001,OldTown,128000
1342,9790,457,491,1372,1342,0,7,6,5,TA,1967,1967,NWAmes,161500
1652,10800,416,0,686,966,686,7,5,6,Fa,1915,1950,OldTown,139000
2084,10142,618,300,956,956,1128,8,7,5,Gd,2004,2004,SawyerW,233000
901,6000,281,901,901,901,0,4,4,7,TA,1954,2000,OldTown,107900
2087,12205,444,264,832,976,1111,9,6,8,TA,1966,2007,ClearCr,187500
1145,3182,397,1129,1145,1145,0,5,7,5,Gd,2005,2006,Blmngtn,160200
1062,11333,539,490,1029,1062,0,5,6,5,Gd,1976,1976,Mitchel,146800
2013,9920,455,255,1117,1127,886,8,7,5,Gd,1996,1997,NoRidge,269790
1496,9158,474,1496,1496,1496,0,7,8,5,Gd,2007,2007,Somerst,225000
1895,10832,409,712,712,1086,809,7,7,5,Gd,1994,1996,Gilbert,194500
1564,8400,476,650,650,888,676,7,6,6,Gd,1980,1981,SawyerW,171000
1285,8197,528,660,660,1285,0,7,6,5,TA,1977,1977,Sawyer,143500
773,7677,240,203,773,773,0,4,5,5,TA,1953,1953,NAmes,110000
3140,13518,820,1926,1926,1966,1174,11,9,5,Ex,2008,2009,NridgHt,485000
1768,7200,240,162,731,981,787,7,5,7,Gd,1937,1950,SWISU,175000
1688,12798,603,154,616,616,1072,8,6,5,Gd,1997,1997,ClearCr,200000
1196,4800,440,999,1196,1196,0,5,4,7,TA,1916,1990,IDOTRR,109900
1456,8199,410,80,728,728,728,7,7,5,Gd,2005,2005,CollgCr,189000
2822,13891,1020,1734,1734,1734,1088,12,9,5,Ex,2008,2009,NridgHt,582933
1128,9000,286,124,936,1128,0,5,5,5,TA,1954,1954,NAmes,118000
1428,12274,554,1417,1417,1428,0,6,7,5,Gd,2008,2008,Somerst,227680
980,9750,384,100,980,980,0,6,5,5,TA,1967,1967,NAmes,135500
1576,21384,528,15,1324,1072,504,6,5,6,TA,1923,2004,BrkSide,223500
1086,13400,484,380,1024,1086,0,6,5,5,TA,1966,1966,NAmes,159950
2138,8100,360,849,849,1075,1063,11,5,5,TA,1898,1965,OldTown,106000
1309,10140,484,0,1040,1309,0,5,6,6,TA,1974,1999,NWAmes,181000
848,4438,420,186,848,848,0,4,6,5,Gd,2004,2004,CollgCr,144500
1044,8712,504,540,540,1044,0,4,5,5,TA,1952,1952,IDOTRR,55993
1442,9750,301,834,1442,1442,0,7,6,6,TA,1958,1958,NAmes,157900
1250,8248,280,686,686,686,564,7,5,7,TA,1918,1950,Edwards,116000
1661,12137,598,1649,1649,1661,0,6,7,5,Gd,1998,1998,CollgCr,224900
1008,11425,275,522,1008,1008,0,4,5,6,TA,1954,1954,NAmes,137000
1689,13265,857,350,1568,1689,0,7,8,5,Gd,2002,2002,Mitchel,271000
1052,8816,440,506,1010,1052,0,6,6,7,TA,1971,1971,ClearCr,155000
1358,6371,484,625,1358,1358,0,6,7,5,Gd,2009,2010,NridgHt,224000
1640,7226,595,798,798,798,842,6,7,5,Gd,2003,2003,CollgCr,183000
936,6000,576,936,936,936,0,4,4,4,Fa,1953,1953,OldTown,93000
1733,12394,433,847,847,847,886,7,7,5,Gd,2003,2003,Gilbert,225000
1489,9900,240,778,778,944,545,7,6,7,TA,1940,1950,SWISU,139500
1489,11216,776,1489,1489,1489,0,7,8,5,Gd,2006,2006,Somerst,232600
2084,14803,1220,442,2078,2084,0,7,10,5,Ex,2007,2008,NridgHt,385000
784,6130,0,0,784,784,0,5,5,6,TA,1924,1950,BrkSide,109500
1434,8529,527,1434,1454,1434,0,6,7,5,Gd,2001,2001,SawyerW,189000
2126,28698,538,0,1013,1160,966,7,5,5,TA,1967,1967,ClearCr,185000
1223,2544,480,600,600,520,623,4,7,5,Gd,2005,2005,Somerst,147400
1392,11900,458,352,1392,1392,0,6,6,5,TA,1957,1957,NAmes,166000
1200,3180,480,600,600,520,600,4,7,5,Gd,2005,2005,Somerst,151000
1829,9548,613,458,941,941,888,7,7,6,Gd,2003,2003,CollgCr,237000
1516,10004,472,975,1516,1516,0,6,6,6,TA,1964,1964,NAmes,167000
1144,7875,456,572,1144,1144,0,6,5,6,TA,1961,1961,NAmes,139950
1067,9600,436,625,1067,1067,0,4,4,7,Gd,1950,1995,Sawyer,128000
1559,8100,812,1221,1559,1559,0,5,5,6,TA,1948,1973,OldTown,153500
987,1680,264,153,483,483,504,5,6,5,TA,1973,1973,BrDale,100000
1099,9525,352,1099,1099,1099,0,6,5,6,Gd,1995,2006,CollgCr,144000
1200,11767,240,416,768,768,432,6,5,6,TA,1946,1995,Edwards,130500
1482,12155,400,516,672,810,672,7,6,8,TA,1925,1950,SWISU,140000
1539,10440,686,650,650,958,581,8,5,8,TA,1904,2002,OldTown,157500
1165,9020,490,276,1127,1165,0,6,6,7,TA,1966,1966,NAmes,174900
1800,8000,0,1800,1800,1800,0,10,5,4,TA,1961,1961,NAmes,141000
1416,12665,720,876,876,876,540,7,5,8,TA,1915,1950,OldTown,153900
1701,16647,611,0,1390,1701,0,6,5,5,Gd,1975,1981,Sawyer,171000
1775,9317,425,227,740,1006,769,7,7,5,Gd,1993,1993,SawyerW,213000
864,15523,338,404,864,864,0,5,5,6,TA,1972,1972,CollgCr,133500
2358,45600,360,907,907,1307,1051,10,6,8,TA,1908,1997,ClearCr,240000
1855,9600,512,528,528,1094,761,7,6,7,TA,1976,1994,Veenker,187000
848,4435,420,189,848,848,0,3,6,5,Gd,2003,2003,CollgCr,131500
1456,3196,400,1273,1273,1456,0,7,8,5,Gd,2003,2003,Blmngtn,215000
1646,7128,240,554,918,918,728,7,7,5,TA,1941,1950,Crawfor,164000
1445,12095,645,563,1127,1445,0,7,6,6,TA,1964,1964,NAmes,158000
1779,17920,454,372,1763,1779,0,6,5,4,TA,1955,1974,Sawyer,170000
1040,6897,260,381,1040,1040,0,6,5,8,TA,1962,2010,Sawyer,127000
1026,10970,576,0,940,1026,0,5,6,6,Gd,1978,1978,CollgCr,147000
1481,8125,343,702,702,702,779,6,6,5,Gd,1994,1995,Gilbert,174000
1370,10400,479,1090,1090,1370,0,6,7,5,Gd,1976,1976,NWAmes,152000
2654,11029,619,435,1054,1512,1142,9,6,7,TA,1968,1984,NWAmes,250000
1426,7642,216,912,912,912,514,7,7,8,TA,1918,1998,Crawfor,189950
1039,11625,504,198,1039,1039,0,6,5,4,TA,1965,1965,Sawyer,131500
1097,9672,480,702,1040,1097,0,6,6,5,Gd,1984,1985,SawyerW,152000
1148,7931,672,0,1148,1148,0,6,5,5,TA,1959,1959,NAmes,132500
1372,8640,529,1372,1372,1372,0,6,7,5,Ex,2007,2008,Somerst,250580
1002,8750,902,174,1002,1002,0,5,5,6,TA,1970,1970,NAmes,148500
1646,10656,870,1638,1638,1646,0,6,8,5,Gd,2006,2007,Timber,248900
1120,6970,544,108,1040,1120,0,5,4,5,TA,1961,1961,Sawyer,129000
2320,14762,672,0,0,1547,720,7,5,6,,1948,1950,Gilbert,169000
1949,9938,574,300,1050,1062,887,8,7,5,Gd,1993,1994,SawyerW,236000
894,6600,308,894,894,894,0,5,5,5,TA,1962,1962,NAmes,109500
1682,8750,523,299,804,804,878,7,6,5,Gd,1998,1998,CollgCr,200500
910,8892,414,105,105,910,0,5,5,7,TA,1953,1996,NAmes,116000
1268,12144,288,457,832,1036,0,6,5,7,TA,1949,1950,NAmes,133000
1131,5720,200,676,676,676,455,5,5,6,TA,1941,1950,OldTown,66500
2610,9000,550,1120,1184,1184,1426,11,8,5,Gd,2007,2007,Somerst,303477
1040,25286,648,431,1064,1040,0,5,4,5,TA,1963,1963,Mitchel,132250
2224,8834,738,292,1462,1462,762,10,9,5,Ex,2004,2005,NridgHt,350000
1155,11782,576,210,1109,1155,0,6,5,7,TA,1961,1995,Sawyer,148000
864,7000,336,218,864,864,0,6,5,8,TA,1978,2005,CollgCr,136500
1090,7024,450,110,1090,1090,0,5,5,5,Ex,2005,2006,Edwards,157000
1717,13758,400,254,1156,1187,530,7,7,5,Gd,1990,1991,Timber,187500
1593,9636,389,808,808,808,785,7,6,5,Gd,1992,1993,Gilbert,178000
2230,6204,440,795,795,954,795,10,4,5,TA,1912,1950,SWISU,118500
892,7150,288,460,892,892,0,5,5,5,TA,1967,1967,NAmes,100000
1709,5119,506,460,1698,1709,0,5,9,5,Ex,1999,2000,Somerst,328900
1712,8393,588,1098,1626,1712,0,8,5,5,TA,1959,2005,NAmes,145000
1393,16466,300,816,816,872,521,8,5,7,TA,1955,1955,Edwards,135500
2217,15865,621,1043,2217,2217,0,8,8,6,TA,1970,1970,NAmes,268000
1505,12160,505,481,1505,1505,0,6,6,4,TA,1953,1953,NAmes,149500
924,8064,576,672,672,672,252,6,5,7,TA,1949,2006,NAmes,122900
1683,11184,440,192,918,918,765,7,6,5,TA,1978,1978,Sawyer,172500
1068,8414,264,396,1059,1068,0,6,6,8,TA,1963,2003,Sawyer,154500
1383,13284,354,319,1383,1383,0,6,5,5,Gd,1954,1954,Sawyer,165000
1535,7018,400,0,0,1535,0,8,5,5,,1979,1979,SawyerW,118858
1796,7056,483,380,780,983,813,8,6,5,TA,1963,1963,NAmes,140000
951,8765,327,666,951,951,0,6,4,6,TA,1936,1950,IDOTRR,106500
2240,7018,528,0,0,1120,1120,12,5,5,,1979,1979,SawyerW,142953
2364,12919,820,142,2330,2364,0,11,9,5,Ex,2009,2010,NridgHt,611657
1236,6993,288,447,912,1236,0,6,5,7,TA,1961,1994,Sawyer,135000
858,7340,684,536,858,858,0,4,4,6,TA,1971,1971,NAmes,110000
1306,8712,756,132,992,1306,0,5,5,7,TA,1957,2000,NAmes,153000
1509,7875,393,783,783,807,702,8,7,5,Gd,2003,2003,Gilbert,180000
1670,14859,690,1670,1670,1670,0,7,7,5,Gd,2006,2006,Gilbert,240000
902,6173,288,277,876,902,0,6,5,6,TA,1967,1967,Sawyer,125500
1063,9920,280,412,1056,1063,0,6,5,5,TA,1954,1954,NAmes,128000
1636,13501,865,1560,1623,1636,0,8,8,5,Gd,2006,2006,Somerst,255000
2057,11500,180,794,1017,1020,1037,6,7,7,Gd,1936,1987,Crawfor,250000
902,8885,484,239,864,902,0,5,5,5,Gd,1983,1983,Mitchel,131000
1484,12589,390,742,742,742,742,8,6,5,Gd,2005,2005,Gilbert,174000
2274,11600,480,662,1105,1105,1169,12,5,5,TA,1960,1960,NAmes,154300
1268,9286,252,1072,1268,1268,0,5,5,7,Gd,1977,1989,CollgCr,143500
1015,6120,450,279,768,1015,0,6,5,7,TA,1925,1950,BrkSide,88000
2002,6270,871,717,1001,1001,1001,8,5,6,TA,1949,1950,Crawfor,145000
1224,3000,528,318,612,612,612,4,6,5,Gd,2009,2009,Somerst,173733
1092,2001,286,546,546,546,546,6,4,5,TA,1970,1970,MeadowV,75000
480,9000,308,430,480,480,0,4,2,3,TA,1949,1950,IDOTRR,35311
1229,17140,284,75,1134,1229,0,6,4,6,TA,1956,1956,Edwards,135000
2127,13125,833,422,1104,912,1215,8,7,5,Ex,1991,1991,SawyerW,238000
1414,11029,601,245,1184,1414,0,6,6,8,Gd,1958,2002,NAmes,176500
1721,8462,471,114,928,936,785,7,6,5,Gd,1994,1994,SawyerW,201000
2200,8777,0,188,1272,1272,928,9,5,7,TA,1900,2003,Edwards,145900
1316,10237,397,1288,1316,1316,0,6,6,5,Gd,2005,2006,Gilbert,169990
1617,8012,533,598,1604,1617,0,5,6,5,Gd,1993,1994,SawyerW,193000
1686,10240,612,0,1686,1686,0,7,6,6,Gd,1980,1980,NWAmes,207500
1126,15611,540,266,1126,1126,0,6,5,6,Gd,1977,1977,NWAmes,175000
2374,11999,656,1181,1181,1234,1140,10,8,5,Gd,2003,2004,NridgHt,285000
1978,9900,486,280,832,1098,880,9,7,5,TA,1968,1968,NWAmes,176000
1788,11838,522,1753,1753,1788,0,7,8,5,Gd,2001,2001,CollgCr,236500
2236,13006,642,964,964,993,1243,8,7,5,Gd,1997,1997,Gilbert,222000
1466,8925,610,1450,1466,1466,0,7,8,5,Gd,2007,2007,Timber,201000
925,9100,429,121,925,925,0,5,5,6,TA,1965,1965,NAmes,117500
1905,11670,788,1905,1905,1905,0,8,9,5,Ex,2006,2006,Somerst,320000
1500,8487,570,1480,1500,1500,0,6,7,5,Gd,2004,2004,CollgCr,190000
2069,27650,505,160,585,2069,0,9,7,7,Gd,1960,2007,NAmes,242000
747,5825,528,600,600,747,0,5,4,5,Fa,1926,1953,BrkSide,79900
1200,10083,555,343,1176,1200,0,5,7,5,Gd,2003,2003,SawyerW,184900
1971,9675,689,772,1113,1113,858,8,7,5,Gd,2005,2005,Somerst,253000
1962,8760,868,927,1391,1391,571,7,7,5,Gd,2006,2006,CollgCr,239799
2403,24090,349,1032,1032,1207,1196,10,7,7,TA,1940,1950,ClearCr,244400
1728,12640,574,396,1728,1728,0,8,6,5,TA,1976,1976,Mitchel,150900
2060,8755,390,220,992,1022,1038,8,7,5,Gd,1999,1999,Gilbert,214000
1440,7711,0,0,1440,1440,0,8,4,3,Gd,1977,1977,Edwards,150000
1632,25000,576,1632,1632,1632,0,8,5,4,TA,1967,1967,Mitchel,143000
1344,14375,525,354,819,1344,0,7,6,6,TA,1958,1958,Timber,137500
1869,8820,456,0,1088,1188,561,7,5,6,TA,1890,1996,OldTown,124900
1144,8163,796,102,1144,1144,0,6,5,6,TA,1959,1959,NAmes,143000
1629,14536,808,316,1616,1629,0,9,8,5,Gd,2002,2003,Timber,270000
1776,14006,474,936,936,936,840,7,7,5,Gd,2002,2002,CollgCr,192500
1381,9360,676,179,1161,1381,0,5,6,7,TA,1972,2006,NWAmes,197500
864,7200,720,317,864,864,0,5,5,8,TA,1950,2002,NAmes,129000
965,7800,300,187,828,965,0,6,5,5,TA,1965,1965,SawyerW,119900
768,7200,396,108,768,768,0,5,5,8,Gd,1972,2003,CollgCr,133900
1968,11075,530,29,784,1168,800,7,5,4,TA,1969,1969,Mitchel,172000
980,9400,0,0,945,980,0,4,6,5,Gd,1975,1975,Edwards,127500
1958,7136,492,495,979,979,979,8,6,6,Gd,1946,1950,Crawfor,145000
1229,1300,462,276,561,561,668,5,6,6,Gd,1980,1980,Blueste,124000
1057,7420,576,640,1057,1057,0,6,5,5,TA,1962,1962,Sawyer,132000
1337,8450,531,638,1337,1337,0,6,7,5,Gd,2003,2003,CollgCr,185000
1416,2572,484,92,696,696,720,6,7,5,Gd,1999,1999,Somerst,155000
858,7207,0,162,858,858,0,4,5,7,TA,1958,2008,BrkSide,116500
2872,12227,619,434,1330,1542,1330,11,6,7,Gd,1977,1995,NWAmes,272000
1548,2308,440,248,804,804,744,7,6,6,Gd,1976,1976,NPkVill,155000
1800,11923,702,1800,1800,1800,0,7,9,5,Ex,2007,2007,CollgCr,239000
1894,11316,510,193,817,824,1070,8,7,5,Gd,2002,2003,Timber,214900
1484,10237,393,783,783,783,701,8,6,5,Gd,2005,2007,Gilbert,178900
1308,9600,256,300,728,976,332,7,5,7,TA,1940,1950,Crawfor,160000
1098,7390,260,196,1098,1098,0,6,5,7,TA,1955,1955,NAmes,135000
968,5925,0,600,600,600,368,6,3,6,TA,1910,1950,OldTown,37900
1095,10382,264,75,588,1095,0,6,6,5,TA,1958,1958,NAmes,140000
1192,10800,0,720,720,720,472,6,4,4,TA,1949,1950,NAmes,135000
1626,2268,474,197,764,764,862,6,7,5,Gd,2003,2004,NridgHt,173000
918,7892,264,918,918,918,0,5,6,5,Gd,1979,1979,SawyerW,99500
1428,11639,480,1428,1428,1428,0,6,7,5,Gd,2007,2008,Somerst,182000
2019,11414,532,728,728,1136,883,8,7,8,Gd,1910,1993,BrkSide,167500
1382,2651,490,32,673,673,709,6,7,5,Gd,2000,2000,Somerst,165000
869,5900,0,440,440,869,0,4,4,7,Gd,1923,1958,BrkSide,85500
1241,4274,569,135,1241,1241,0,4,7,5,Gd,2006,2007,Somerst,199900
894,9450,400,342,894,894,0,5,4,5,TA,1954,1954,Edwards,110000
1121,8816,480,470,1121,1121,0,5,5,6,TA,1963,1963,Sawyer,139000
999,12122,588,77,944,999,0,6,7,9,TA,1961,2007,NAmes,178400
2612,12203,676,371,1225,1276,1336,8,8,5,Gd,1998,1999,NoRidge,336000
1266,3182,388,1266,1266,1266,0,6,7,5,Gd,2007,2007,Blmngtn,159895
2290,11250,779,1128,1128,1149,1141,9,8,5,Gd,2002,2002,CollgCr,255900
1734,10125,539,0,0,1302,432,8,5,5,,1977,1977,Mitchel,126000
1164,10880,240,124,1164,1164,0,5,5,5,TA,1950,1950,Edwards,125000
1635,5310,255,485,485,1001,634,5,6,8,TA,1910,2003,OldTown,117000
1940,10159,606,284,1930,1940,0,8,9,5,Ex,2009,2010,NridgHt,395192
2030,12046,551,692,848,1118,912,8,6,6,TA,1976,1976,NWAmes,195000
1576,8125,614,770,770,778,798,6,7,5,Gd,2006,2006,Somerst,197000
2392,9452,870,322,1396,1407,985,7,8,5,Gd,1997,1998,NoRidge,348000
1742,17671,424,700,916,916,826,8,8,9,TA,1882,1986,OldTown,168000
1851,9760,440,169,822,1020,831,7,6,8,TA,1964,1993,NAmes,187000
1500,8846,564,750,750,750,750,6,6,5,Gd,2005,2006,CollgCr,173900
1718,12456,786,528,1700,1718,0,7,10,5,Ex,2006,2007,NridgHt,337500
1230,4712,305,363,747,774,456,5,4,7,TA,1946,1950,BrkSide,121600
1050,10659,368,135,1050,1050,0,6,5,6,TA,1961,1961,NAmes,136500
1442,11717,615,1442,1442,1442,0,6,6,6,TA,1970,1970,NWAmes,185000
1077,9786,210,1007,1007,1077,0,6,3,4,TA,1922,1950,IDOTRR,91000
1208,6762,632,501,1187,1208,0,6,7,5,Gd,2006,2006,CollgCr,206000
944,10206,528,0,0,944,0,4,3,3,,1952,1952,Edwards,82000
691,5400,216,691,691,691,0,4,5,6,Fa,1920,1950,OldTown,86000
1574,11957,824,1550,1574,1574,0,7,8,5,Gd,2006,2006,Somerst,232000
1680,11500,528,1680,1680,1680,0,8,5,6,TA,1976,1976,NWAmes,136905
1504,3182,457,1330,1346,1504,0,7,7,5,Gd,2005,2006,Blmngtn,181000
